Symbol,Name,Sector,Industry
CFR^B,Cullen/Frost Bankers Inc. Depositary Shares each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock Series B,,
CG,The Carlyle Group Inc. Common Stock,Finance,Investment Managers
CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,Finance,Investment Managers
CGBD,Carlyle Secured Lending Inc. Common Stock,Finance,Finance: Consumer Services
CGCT,Cartesian Growth Corporation III Class A Ordinary Shares,Finance,Blank Checks
CGCTU,Cartesian Growth Corporation III Unit,Finance,Blank Checks
CGCTW,Cartesian Growth Corporation III Warrant,Finance,Blank Checks
CGEM,Cullinan Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CGNX,Cognex Corporation Common Stock,Industrials,Industrial Machinery/Components
CGO,Calamos Global Total Return Fund Common Stock,Finance,Investment Managers
CGON,CG Oncology Inc. Common stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CGTX,Cognition Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHAR,Charlton Aria Acquisition Corporation Class A Ordinary Shares,,
CHARR,Charlton Aria Acquisition Corporation Rights,,
CHARU,Charlton Aria Acquisition Corporation Units,,
CHCI,Comstock Holding Companies Inc. Class A Common Stock,Finance,Real Estate
CHCO,City Holding Company Common Stock,Finance,Major Banks
CHCT,Community Healthcare Trust Incorporated Common Stock,Real Estate,Real Estate Investment Trusts
CHD,Church & Dwight Company Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics
CHDN,Churchill Downs Incorporated Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
CHE,Chemed Corp,Health Care,Medical/Nursing Services
CHEF,The Chefs' Warehouse Inc. Common Stock,Consumer Discretionary,Food Distributors
CHGG,Chegg Inc. Common Stock,Real Estate,Other Consumer Services
CHH,Choice Hotels International Inc. Common Stock,Consumer Discretionary,Hotels/Resorts
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,Finance,Investment Managers
CHMG,Chemung Financial Corp Common Stock,Finance,Major Banks
CHPT,ChargePoint Holdings Inc. Common Stock,Consumer Discretionary,Industrial Specialties
CHRD,Chord Energy Corporation Common Stock,Energy,Oil & Gas Production
CHRN,ChronoScale Corporation Common Stock,Industrials,Industrial Machinery/Components
CHRS,Coherus Oncology Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHRW,C.H. Robinson Worldwide Inc. Common Stock,Industrials,Integrated Freight & Logistics
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,Industrials,Farming/Seeds/Milling
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,Industrials,Farming/Seeds/Milling
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,Industrials,Farming/Seeds/Milling
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,Industrials,Farming/Seeds/Milling
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,Industrials,Farming/Seeds/Milling
CHTR,Charter Communications Inc. Class A Common Stock New,Telecommunications,Cable & Other Pay Television Services
CHW,Calamos Global Dynamic Income Fund Common Stock,Finance,Investment Managers
CHWY,Chewy Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
CHY,Calamos Convertible and High Income Fund Common Stock,Finance,Investment Managers
CHYM,Chime Financial Inc. Class A Common Stock,Finance,Finance: Consumer Services
CI,The Cigna Group Common Stock,Health Care,Medical Specialities
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),Finance,Life Insurance
CICB,CION Investment Corporation 7.50% Notes due 2029,Finance,Finance/Investors Services
CICC,CION Investment Corporation 7.50% Notes due 2031,Finance,Finance/Investors Services
CIEN,Ciena Corporation Common Stock,Utilities,Telecommunications Equipment
CIF,MFS Intermediate High Income Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
CIFR,Cipher Digital Inc. Common Stock,Finance,Finance: Consumer Services
CII,BlackRock Enhanced Large Cap Core Fund Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock,Finance,Finance/Investors Services
CIM,Chimera Investment Corporation Common Stock,Real Estate,Real Estate Investment Trusts
CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,,
CIM^B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
CIM^C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock,,
CIM^D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
CIMN,Chimera Investment Corporation 9.000% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts
CIMO,Chimera Investment Corporation 9.250% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts
CIMP,Chimera Investment Corporation 8.875% Senior Notes due 2030,Real Estate,Real Estate Investment Trusts
CINF,Cincinnati Financial Corporation Common Stock,Finance,Property-Casualty Insurers
CING,Cingulate Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CINGW,Cingulate Inc. Warrants,Health Care,Biotechnology: Pharmaceutical Preparations
CION,CION Investment Corporation Common Stock,Finance,Finance/Investors Services
CISO,CISO Global Inc. Common Stock,Consumer Discretionary,Professional Services
CIVB,Civista Bancshares Inc. Common Stock,Finance,Major Banks
CIX,CompX International Inc. Common Stock,Consumer Discretionary,Industrial Machinery/Components
CJMB,Callan JMB Inc. Common Stock,Real Estate,Real Estate
CKX,CKX Lands Inc. Common Stock,Energy,Oil & Gas Production
CL,Colgate-Palmolive Company Common Stock,Consumer Discretionary,Package Goods/Cosmetics
CLAR,Clarus Corporation Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
CLBK,Columbia Financial Inc. Common Stock,Finance,Savings Institutions
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
CLDT^A,Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,,
CLDX,Celldex Therapeutics Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLF,Cleveland-Cliffs Inc. Common Stock,Basic Materials,Metal Mining
CLFD,Clearfield Inc. Common Stock,Utilities,Telecommunications Equipment
CLH,Clean Harbors Inc. Common Stock,Industrials,Environmental Services
CLIR,ClearSign Technologies Corporation Common Stock (DE),Industrials,Industrial Machinery/Components
CLM,Cornerstone Strategic Investment Fund Inc. Common Shares,Finance,Finance/Investors Services
CLMB,Climb Global Solutions Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
CLMT,Calumet Inc. Common Stock,Energy,Integrated oil Companies
CLNE,Clean Energy Fuels Corp. Common Stock,Utilities,Natural Gas Distribution
CLNN,Clene Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CLOV,Clover Health Investments Corp. Class A Common Stock,Health Care,Medical Specialities
CLPR,Clipper Realty Inc. Common Stock,Real Estate,Real Estate Investment Trusts
CLPT,ClearPoint Neuro Inc. Common Stock,Health Care,Medical/Dental Instruments
CLRB,Cellectar Biosciences Inc.  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CLRO,ClearOne Inc. Common Stock,Utilities,Telecommunications Equipment
CLSK,CleanSpark Inc. Common Stock,Finance,Finance: Consumer Services
CLSKW,CleanSpark Inc. Warrant,Finance,Finance: Consumer Services
CLST,Catalyst Bancorp Inc. Common Stock,Finance,Savings Institutions
CLW,Clearwater Paper Corporation Common Stock,Basic Materials,Paper
CLX,Clorox Company (The) Common Stock,Consumer Discretionary,Specialty Chemicals
CLYM,Climb Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CMC,Commercial Metals Company Common Stock,Industrials,Steel/Iron Ore
CMCO,Columbus McKinnon Corporation Common Stock,Industrials,Construction/Ag Equipment/Trucks
CMCSA,Comcast Corporation Class A Common Stock,Telecommunications,Cable & Other Pay Television Services
CMCT,Creative Media & Community Trust Corporation Common stock,Real Estate,Real Estate Investment Trusts
CME,CME Group Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
CMG,Chipotle Mexican Grill Inc. Common Stock,Consumer Discretionary,Restaurants
CMI,Cummins Inc. Common Stock,Industrials,Industrial Machinery/Components
CMII,Columbus Circle Capital Corp II Class A Ordinary Shares,Finance,Blank Checks
CMP,Compass Minerals Intl Inc Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CMPX,Compass Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CMRC,Commerce.com Inc. Series 1 Common Stock,Technology,Computer Software: Prepackaged Software
CMS,CMS Energy Corporation Common Stock,Utilities,Power Generation
CMS^B,CMS Energy Corporation Preferred Stock,,
CMS^C,CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C,,
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,Utilities,Power Generation
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,Utilities,Power Generation
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,Utilities,Power Generation
CMT,Core Molding Technologies Inc Common Stock,Industrials,Plastic Products
CMTG,Claros Mortgage Trust Inc. Common Stock,Finance,Real Estate
CMTL,Comtech Telecommunications Corp. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
CMTV,Community Bancorp. Common Stock,Finance,Major Banks
CMU,MFS Municipal Income Trust Common Stock,Finance,Investment Managers
CNA,CNA Financial Corporation Common Stock,Finance,Property-Casualty Insurers
CNC,Centene Corporation Common Stock,Health Care,Medical Specialities
CNDT,Conduent Incorporated Common Stock ,Real Estate,Real Estate
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
CNM,Core & Main Inc. Class A Common Stock,Consumer Discretionary,Durable Goods
CNMD,CONMED Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNNE,Cannae Holdings Inc. Common Stock,Consumer Discretionary,Restaurants
CNO,CNO Financial Group Inc. Common Stock,Finance,Accident &Health Insurance
CNO^A,CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060,,
CNOB,ConnectOne Bancorp Inc. Common Stock,Finance,Major Banks
CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,Utilities,Electric Utilities: Central
CNR,Core Natural Resources Inc. Common Stock,Energy,Coal Mining
CNS,Cohen & Steers Inc Common Stock,Finance,Investment Managers
CNSP,CNS Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CNTN,Canton Strategic Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CNTX,Context Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CNTY,Century Casinos Inc. Common Stock,Consumer Discretionary,Hotels/Resorts
CNVS,Cineverse Corp. Class A Common Stock,Consumer Discretionary,Consumer Electronics/Video Chains
CNX,CNX Resources Corporation Common Stock,Energy,Oil & Gas Production
CNXC,Concentrix Corporation Common Stock,Technology,Computer Software: Prepackaged Software
CNXN,PC Connection Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
COAG,Hemab Therapeutics Holdings Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COCH,Envoy Medical Inc. Class A Common Stock,Health Care,Industrial Specialties
COCHW,Envoy Medical Inc Warrant,Health Care,Industrial Specialties
COCO,The Vita Coco Company Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
COCP,Cocrystal Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CODA,Coda Octopus Group Inc. Common stock,Industrials,Industrial Machinery/Components
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,Consumer Discretionary,Home Furnishings
CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,,
CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,,
CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,,
CODX,Co-Diagnostics Inc. Common Stock,Health Care,Medical/Dental Instruments
COF,Capital One Financial Corporation Common Stock,Finance,Major Banks
COF^I,Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer,,
COF^J,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J,,
COF^K,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K,,
COF^L,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L,,
COF^N,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series N,,
COFS,ChoiceOne Financial Services Inc. Common Stock,Finance,Major Banks
COGT,Cogent Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
COHN,Cohen & Company Inc.,Finance,Investment Bankers/Brokers/Service
COHR,Coherent Corp. Common Stock,Technology,Electronic Components
COHU,Cohu Inc. Common Stock,Industrials,Electrical Products
COIN,Coinbase Global Inc. Class A Common Stock,Finance,Finance: Consumer Services
COKE,Coca-Cola Consolidated Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
COLB,Columbia Banking System Inc. Common Stock,Finance,Major Banks
COLD,Americold Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
COLL,Collegium Pharmaceutical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
COLM,Columbia Sportswear Company Common Stock,Consumer Discretionary,Apparel
COMP,Compass Inc. Class A Common Stock,Technology,EDP Services
CON,Concentra Group Holdings Parent Inc. Common Stock,Health Care,Medical Specialities
COO,The Cooper Companies Inc. Common Stock,Health Care,Ophthalmic Goods
COOK,Traeger Inc. Common Stock,Consumer Discretionary,Consumer Electronics/Appliances
COP,ConocoPhillips Common Stock,Energy,Integrated oil Companies
COR,Cencora Inc. Common Stock,Health Care,Other Pharmaceuticals
CORT,Corcept Therapeutics Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CORZ,Core Scientific Inc. Common Stock,Finance,Finance: Consumer Services
CORZW,Core Scientific Inc. Tranche 1 Warrants,Finance,Finance: Consumer Services
CORZZ,Core Scientific Inc. Tranche 2 Warrants,Finance,Finance: Consumer Services
COSM,Cosmos Health Inc. Common Stock,Health Care,Other Pharmaceuticals
COSO,CoastalSouth Bancshares Inc. Common Stock,Finance,Major Banks
COST,Costco Wholesale Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
COTY,Coty Inc. Class A Common Stock,Consumer Discretionary,Package Goods/Cosmetics
COUR,Coursera Inc. Common Stock,Technology,Computer Software: Prepackaged Software
COYA,Coya Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CPAY,Corpay Inc. Common Stock,Real Estate,Real Estate
CPB,The Campbell's Company Common Stock,Consumer Staples,Packaged Foods
CPBI,Central Plains Bancshares Inc. Common Stock,Finance,Savings Institutions
